census,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,tot,population
170315304002042,0.0,5809.0,9497.0,7992.0,6297.0,7123.0,12931.0,10364.0,7451.0,5573.0,6986.0,8784.0,88807.0,24.0
170311705001026,12122.0,13820.0,13270.0,11615.0,26947.0,35603.0,33988.0,25774.0,17188.0,15428.0,23061.0,24584.0,253400.0,89.0
170312517001013,1906.0,4763.0,3739.0,3388.0,3888.0,5292.0,5405.0,7701.0,8807.0,7953.0,7744.0,5143.0,65729.0,20.0
170316608004009,9121.0,16112.0,14054.0,5763.0,6337.0,13284.0,13900.0,11008.0,9806.0,9492.0,9828.0,47125.0,165830.0,75.0
170317114001014,11287.0,9760.0,14309.0,11335.0,12265.0,18284.0,17644.0,14156.0,10663.0,12552.0,15950.0,19753.0,167958.0,64.0
170311704003019,7827.0,5771.0,5144.0,4526.0,10230.0,14673.0,12668.0,9563.0,4999.0,4193.0,10437.0,11226.0,101257.0,29.0
170311403022004,7783.0,5824.0,8828.0,7441.0,7704.0,16132.0,16989.0,11805.0,8005.0,6895.0,8630.0,14475.0,120511.0,41.0
170312414001014,4759.0,3877.0,2874.0,2607.0,5806.0,9624.0,13212.0,11921.0,5827.0,5929.0,6178.0,7539.0,80153.0,54.0
170312514002003,2840.0,4494.0,4896.0,3569.0,8817.0,8025.0,7976.0,10252.0,14678.0,6288.0,9528.0,10288.0,91651.0,49.0
170316704001012,1518.0,4549.0,4666.0,3687.0,5869.0,14033.0,12570.0,8853.0,6233.0,4974.0,8072.0,9892.0,84916.0,66.0
170316809004000,8953.0,9067.0,8946.0,8149.0,11466.0,15633.0,18687.0,16203.0,8287.0,7771.0,11976.0,12525.0,137663.0,74.0
170314910005010,1309.0,1223.0,1192.0,1112.0,1337.0,1636.0,1807.0,1908.0,1501.0,1141.0,1361.0,1263.0,16790.0,21.0
170311504014011,11518.0,11199.0,9155.0,8208.0,14293.0,20632.0,17365.0,13162.0,10197.0,8746.0,12984.0,15929.0,153388.0,63.0
170311204001026,3007.0,4120.0,4552.0,3530.0,5127.0,10583.0,10858.0,8832.0,4572.0,6191.0,7285.0,5833.0,74490.0,19.0
170310207022005,832.0,774.0,567.0,833.0,1926.0,2719.0,2537.0,1429.0,876.0,968.0,1560.0,1558.0,16579.0,139.0
170317206002000,13391.0,12328.0,18048.0,18122.0,21149.0,30108.0,33607.0,25637.0,18496.0,15300.0,28981.0,20619.0,255786.0,74.0
170314312001022,8219.0,7085.0,5811.0,13046.0,8535.0,11072.0,11312.0,8357.0,7717.0,9797.0,11271.0,14423.0,116645.0,34.0
170318346003008,4871.0,4218.0,3792.0,4519.0,3662.0,5405.0,6172.0,5962.0,3700.0,3646.0,8280.0,11639.0,65866.0,11.0
170314312001030,22473.0,17336.0,22158.0,25314.0,26486.0,32388.0,26063.0,25036.0,22909.0,24756.0,40466.0,40286.0,325671.0,81.0
170316505001012,6359.0,5369.0,6567.0,6836.0,9902.0,16779.0,18051.0,11813.0,7128.0,6718.0,9338.0,11301.0,116161.0,73.0
170317005015000,14638.0,13269.0,13075.0,10345.0,14882.0,23724.0,26706.0,27757.0,13405.0,10451.0,22559.0,23254.0,214065.0,62.0
170312505005020,641.0,2986.0,2810.0,7666.0,7057.0,3708.0,4428.0,12050.0,7642.0,3320.0,5422.0,5392.0,63122.0,24.0
170318428005005,12441.0,13544.0,11821.0,9112.0,10148.0,12391.0,24483.0,26184.0,13152.0,13520.0,17536.0,17010.0,181342.0,147.0
170310902001024,6338.0,8064.0,6211.0,7607.0,9111.0,15330.0,12355.0,9286.0,7189.0,6437.0,10694.0,9428.0,108050.0,25.0
170312405001003,3669.0,3235.0,2919.0,3680.0,4525.0,6638.0,6645.0,6474.0,7770.0,6506.0,10832.0,8833.0,71726.0,44.0
170313104001005,4915.0,5049.0,4575.0,4036.0,5498.0,6078.0,9322.0,10393.0,7260.0,6083.0,7385.0,13169.0,83763.0,50.0
170312004021010,6025.0,9211.0,9352.0,7740.0,6542.0,8691.0,10237.0,8650.0,15890.0,12558.0,12036.0,10621.0,117553.0,117.0
170317307002012,5019.0,4736.0,3496.0,3979.0,4396.0,11284.0,8483.0,5531.0,5376.0,4714.0,6902.0,12771.0,76687.0,45.0
170315102003030,6480.0,7227.0,6747.0,5400.0,8526.0,13380.0,12714.0,7961.0,7100.0,7555.0,11089.0,10981.0,105160.0,56.0
170312210001014,9307.0,11307.0,7869.0,6671.0,9438.0,14281.0,16046.0,15633.0,8165.0,8759.0,11163.0,13948.0,132587.0,93.0
170315302005002,3727.0,6062.0,5261.0,3645.0,3342.0,4880.0,6993.0,6801.0,7509.0,7894.0,7584.0,11026.0,74724.0,74.0
170311408003009,5092.0,7646.0,5579.0,5449.0,7563.0,11438.0,20797.0,18577.0,6110.0,7022.0,10801.0,13532.0,119606.0,30.0
170311204002002,11930.0,9716.0,11247.0,10422.0,15540.0,27210.0,26749.0,11467.0,6366.0,13492.0,19919.0,17175.0,181233.0,63.0
170316915002022,3516.0,5636.0,4350.0,3810.0,4340.0,8774.0,10187.0,9128.0,3721.0,1717.0,5368.0,8255.0,68802.0,27.0
170311101005021,12757.0,13977.0,13807.0,14012.0,20454.0,31517.0,37400.0,14006.0,8153.0,20362.0,23001.0,23306.0,232752.0,56.0
170316501003008,2080.0,11442.0,10569.0,9024.0,8177.0,9529.0,15210.0,15742.0,6623.0,7315.0,8025.0,17364.0,121100.0,71.0
170317304004021,8082.0,20933.0,16462.0,12166.0,21386.0,27833.0,25092.0,16482.0,12024.0,16889.0,29101.0,26283.0,232733.0,43.0
170312403001036,105122.0,98165.0,102301.0,101887.0,126157.0,176156.0,166079.0,157937.0,125760.0,119107.0,124228.0,138475.0,1541374.0,14.0
170318439001025,4669.0,7329.0,8007.0,7378.0,9050.0,11105.0,12176.0,14229.0,13182.0,9563.0,14438.0,15102.0,126228.0,69.0
170311503004006,9071.0,9351.0,7637.0,7389.0,13593.0,20133.0,25065.0,9864.0,4544.0,13550.0,11923.0,13484.0,145604.0,58.0
170314403005009,7093.0,9474.0,9818.0,9026.0,9577.0,14184.0,17818.0,13350.0,9008.0,9354.0,10546.0,15511.0,134759.0,34.0
170311301003047,12207.0,10215.0,8951.0,11976.0,17794.0,27492.0,23374.0,17193.0,11339.0,10432.0,16080.0,15139.0,182192.0,62.0
170317101001001,6040.0,5967.0,5231.0,4136.0,5281.0,7142.0,12282.0,15110.0,6377.0,7686.0,8733.0,9850.0,93835.0,51.0
170310903001015,8101.0,8397.0,8255.0,9711.0,11595.0,18747.0,16005.0,13273.0,12055.0,12330.0,12685.0,13326.0,144480.0,50.0
170316504004022,2866.0,5443.0,6845.0,5136.0,6836.0,12679.0,16335.0,14340.0,7327.0,7833.0,7875.0,7986.0,101501.0,52.0
170316119002024,7209.0,4665.0,2990.0,6284.0,4835.0,7087.0,8411.0,6959.0,6038.0,5718.0,7615.0,8942.0,76753.0,80.0
170312211001013,5298.0,4015.0,4789.0,5257.0,7150.0,10402.0,11297.0,11672.0,5097.0,7327.0,10140.0,15737.0,98181.0,97.0
170314913004015,12637.0,10738.0,8520.0,10280.0,11650.0,13524.0,11742.0,10199.0,6231.0,17186.0,15648.0,16528.0,144883.0,80.0
170313018012008,49673.0,50103.0,46291.0,48665.0,55685.0,55853.0,66175.0,65311.0,57773.0,50658.0,55940.0,57829.0,659956.0,33.0
170316715003027,2974.0,3385.0,2571.0,2992.0,2998.0,3760.0,3947.0,3180.0,2868.0,3194.0,3969.0,5047.0,40885.0,23.0
170314804003038,8981.0,9469.0,8867.0,8316.0,8510.0,11369.0,13593.0,25768.0,7774.0,7782.0,10947.0,12932.0,134308.0,36.0
170311704001005,5744.0,5470.0,6744.0,6254.0,9304.0,13020.0,11930.0,12711.0,6533.0,4693.0,9692.0,12005.0,104100.0,58.0
170313301004042,46296.0,46779.0,49990.0,47714.0,68234.0,88313.0,116588.0,118537.0,86363.0,71653.0,61483.0,70066.0,872016.0,180.0
170317001001045,9088.0,9974.0,8493.0,7029.0,12934.0,16871.0,19788.0,17747.0,10165.0,7115.0,17466.0,20597.0,157267.0,39.0
170312423001021,8170.0,9504.0,9738.0,8150.0,9667.0,17422.0,24833.0,20817.0,17204.0,10764.0,8267.0,17214.0,161750.0,58.0
170316305002015,715.0,2705.0,2787.0,3831.0,3094.0,3787.0,5570.0,8749.0,9268.0,3926.0,4162.0,4540.0,53134.0,45.0
170310209013019,6981.0,7038.0,5822.0,6715.0,9325.0,12111.0,11359.0,10968.0,7063.0,7226.0,12088.0,10630.0,107326.0,61.0
170317401001000,2603.0,2007.0,3844.0,3086.0,4440.0,6256.0,7391.0,4597.0,2811.0,2485.0,4877.0,3749.0,48146.0,18.0
170312423001012,9567.0,10493.0,10659.0,8031.0,14115.0,14323.0,19910.0,17660.0,11800.0,10707.0,11001.0,18808.0,157074.0,88.0
170312504002013,8287.0,6911.0,7550.0,6155.0,7001.0,9894.0,16973.0,13498.0,8067.0,8066.0,7730.0,13263.0,113395.0,50.0
170314909012009,4556.0,2252.0,2281.0,3399.0,5337.0,3754.0,5340.0,3974.0,3059.0,4183.0,4764.0,4865.0,47764.0,12.0
170312504003000,13982.0,16330.0,19448.0,16605.0,15763.0,22842.0,27686.0,21607.0,13135.0,19679.0,24830.0,26279.0,238186.0,104.0
170312004022011,12522.0,14312.0,11189.0,10026.0,12776.0,18043.0,21318.0,20318.0,9147.0,11726.0,15653.0,22108.0,179138.0,167.0
170310711002010,8241.0,10564.0,9150.0,8634.0,10836.0,14850.0,16383.0,17345.0,12461.0,10286.0,9735.0,12708.0,141193.0,43.0
170316403003011,11670.0,12137.0,9575.0,9272.0,14867.0,21939.0,23786.0,19868.0,17291.0,12598.0,13125.0,16751.0,182879.0,72.0
170312209013004,7105.0,7709.0,6433.0,5633.0,6826.0,10048.0,11285.0,10996.0,5197.0,6622.0,8382.0,11215.0,97451.0,75.0
170315608005011,6970.0,5911.0,4337.0,7685.0,9350.0,16393.0,21541.0,22554.0,17994.0,11983.0,10476.0,10640.0,145834.0,52.0
170314701002045,4632.0,5868.0,5725.0,4877.0,7408.0,9711.0,10711.0,10577.0,8962.0,7989.0,8737.0,9693.0,94890.0,51.0
170311705004015,4737.0,5793.0,5282.0,4848.0,5974.0,9330.0,9777.0,10610.0,8734.0,4519.0,8557.0,9075.0,87236.0,30.0
170316604002013,9571.0,10930.0,12169.0,15043.0,13690.0,18533.0,22418.0,21501.0,18158.0,18426.0,15898.0,23256.0,199593.0,166.0
170316309002016,2175.0,2165.0,2534.0,3323.0,3640.0,5442.0,6399.0,7844.0,5871.0,4837.0,4455.0,4082.0,52767.0,56.0
170311502001026,42375.0,42297.0,41553.0,43432.0,58158.0,68804.0,67178.0,54235.0,47666.0,45148.0,52301.0,54202.0,617349.0,43.0
170313105001013,1088.0,1047.0,1032.0,902.0,1241.0,1440.0,2078.0,2219.0,2210.0,4410.0,3245.0,5779.0,26691.0,37.0
170310311002001,6216.0,6078.0,5690.0,6286.0,7208.0,14771.0,11857.0,7975.0,5897.0,5983.0,7835.0,10416.0,96212.0,87.0
170316406002001,5787.0,3981.0,2320.0,2646.0,2235.0,2481.0,3069.0,3987.0,2831.0,3481.0,5672.0,6697.0,45187.0,47.0
170316009003009,7393.0,7881.0,8682.0,6825.0,7233.0,9165.0,13268.0,17857.0,10387.0,9572.0,11408.0,16483.0,126154.0,80.0
170317005016031,2733.0,1969.0,1525.0,2372.0,3039.0,4499.0,5480.0,3543.0,1864.0,2460.0,3096.0,3571.0,36151.0,12.0
170316608001005,5207.0,8240.0,9040.0,7859.0,12412.0,14505.0,15908.0,17936.0,12719.0,8636.0,9820.0,9638.0,131920.0,95.0
170311103001016,4835.0,5257.0,9566.0,7080.0,11672.0,20162.0,17701.0,15871.0,8965.0,9038.0,13527.0,11447.0,135121.0,49.0
170310812012001,111110.0,104383.0,97430.0,105537.0,120383.0,135531.0,158845.0,157603.0,116554.0,111785.0,114935.0,122914.0,1457010.0,244.0
170310502003002,9468.0,10028.0,7763.0,8096.0,12253.0,15856.0,21697.0,20737.0,16868.0,11636.0,16893.0,22142.0,173437.0,100.0
170310902001006,4092.0,2821.0,3320.0,3846.0,4833.0,9056.0,7467.0,6854.0,5642.0,3390.0,4464.0,7132.0,62917.0,19.0
170311104002002,6520.0,6779.0,8345.0,7268.0,11008.0,16795.0,18668.0,10281.0,6285.0,10518.0,12552.0,10973.0,125992.0,40.0
170314403002007,15974.0,12133.0,14902.0,12683.0,16350.0,23338.0,23525.0,18227.0,13513.0,14324.0,19871.0,23629.0,208469.0,42.0
170317115001005,5275.0,3207.0,3379.0,2673.0,4228.0,5915.0,5797.0,2216.0,1477.0,4540.0,4655.0,5412.0,48774.0,20.0
170310621002000,5832.0,5580.0,4484.0,6389.0,7342.0,8808.0,8917.0,9848.0,7494.0,7827.0,7547.0,15609.0,95677.0,69.0
170310628003004,15605.0,14518.0,12385.0,14750.0,25824.0,31113.0,38084.0,34214.0,18796.0,18221.0,31538.0,36566.0,291614.0,65.0
170314309001000,2031.0,2155.0,4566.0,4361.0,4023.0,6454.0,7118.0,6595.0,4237.0,6364.0,5896.0,3139.0,56939.0,42.0
170317104003014,11177.0,9914.0,8470.0,9279.0,13455.0,15376.0,17419.0,15168.0,10770.0,8445.0,11672.0,14406.0,145551.0,14.0
170312304002008,23660.0,13045.0,11367.0,9867.0,11515.0,16882.0,20847.0,20574.0,9320.0,10603.0,15492.0,21078.0,184250.0,146.0
170318312003008,6247.0,7353.0,6983.0,5095.0,4185.0,9181.0,11198.0,8095.0,5452.0,5619.0,6848.0,10503.0,86759.0,79.0
170310208022005,11463.0,15214.0,12318.0,13887.0,21026.0,22947.0,30557.0,25641.0,15978.0,14137.0,29279.0,25076.0,237523.0,178.0
170317004013021,7502.0,5097.0,8525.0,13109.0,13634.0,18812.0,20676.0,15997.0,11155.0,14635.0,16900.0,14368.0,160410.0,48.0
170311203003022,6272.0,3924.0,2973.0,5535.0,7272.0,8988.0,8963.0,5712.0,3248.0,4968.0,6656.0,6516.0,71027.0,22.0
170311503005006,4060.0,5854.0,4543.0,3907.0,7578.0,11193.0,10748.0,13740.0,13043.0,12672.0,13299.0,9098.0,109735.0,47.0
